2022-10-29 03:28:19.881960	https://www.encodeproject.org/report/?type=File&assay_title=eCLIP&assembly=GRCh38&status=released&file_format=bigBed&file_type=bigBed+narrowPeak&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF333JSY/	ENCFF333JSY	ENCFF333JSY	/experiments/ENCSR663WES/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	5157513	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	BUD13	/files/ENCFF333JSY/@@download/ENCFF333JSY.bigBed	/files/ENCFF807GJE/		ENCLB612WYL			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:19:34.623876+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF631WUL/	ENCFF631WUL	ENCFF631WUL	/experiments/ENCSR725ARB/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	3099096	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS517UIR/	AGGF1	/files/ENCFF631WUL/@@download/ENCFF631WUL.bigBed	/files/ENCFF564VOC/		ENCLB332NWU											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:20:48.119898+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF206XUM/	ENCFF206XUM	ENCFF206XUM	/experiments/ENCSR841EQA/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	6973236	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS308ZPA/	TAF15	/files/ENCFF206XUM/@@download/ENCFF206XUM.bigBed	/files/ENCFF899ZEH/		ENCLB342QIE			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:17:04.027878+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF658CJG/	ENCFF658CJG	ENCFF658CJG	/experiments/ENCSR365NVO/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1324970	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS110VVJ/	TRA2A	/files/ENCFF658CJG/@@download/ENCFF658CJG.bigBed	/files/ENCFF618ZPP/		ENCLB938TSS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-02T23:55:54.835018+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF146ZKF/	ENCFF146ZKF	ENCFF146ZKF	/experiments/ENCSR267UCX/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4681332	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS017VYZ/	HNRNPM	/files/ENCFF146ZKF/@@download/ENCFF146ZKF.bigBed	/files/ENCFF501TRY/		ENCLB870QHM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-02T23:56:44.497829+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF218EGF/	ENCFF218EGF	ENCFF218EGF	/experiments/ENCSR539BEV/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	1479287	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS074YUC/	UPF1	/files/ENCFF218EGF/@@download/ENCFF218EGF.bigBed	/files/ENCFF763ZLD/		ENCLB822FCH											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:56:35.842070+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF504NOI/	ENCFF504NOI	ENCFF504NOI	/experiments/ENCSR089BXO/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	431360	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	ABCF1	/files/ENCFF504NOI/@@download/ENCFF504NOI.bigBed	/files/ENCFF489WZV/		ENCLB702DKM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:08.809027+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF065FPQ/	ENCFF065FPQ	ENCFF065FPQ	/experiments/ENCSR685AUR/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2742310	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS575NGC/	ZNF800	/files/ENCFF065FPQ/@@download/ENCFF065FPQ.bigBed	/files/ENCFF506YVW/		ENCLB475YKU			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:34.465795+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF968QPW/	ENCFF968QPW	ENCFF968QPW	/experiments/ENCSR685AUR/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1711476	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS768GCL/	ZNF800	/files/ENCFF968QPW/@@download/ENCFF968QPW.bigBed	/files/ENCFF712CBF/		ENCLB500ATO											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:38.785084+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF625BWN/	ENCFF625BWN	ENCFF625BWN	/experiments/ENCSR964VOX/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	760657	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	UTP18	/files/ENCFF625BWN/@@download/ENCFF625BWN.bigBed	/files/ENCFF026UJY/		ENCLB425TEI											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:54.461866+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF709WDL/	ENCFF709WDL	ENCFF709WDL	/experiments/ENCSR739VVT/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1396219	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	APOBEC3C	/files/ENCFF709WDL/@@download/ENCFF709WDL.bigBed	/files/ENCFF034NKK/		ENCLB769DQY											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-08-16T00:53:00.858482+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF028CQB/	ENCFF028CQB	ENCFF028CQB	/experiments/ENCSR040QLV/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	771859	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS658KIL/	DDX21	/files/ENCFF028CQB/@@download/ENCFF028CQB.bigBed	/files/ENCFF005ZCI/		ENCLB886BYY			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-08-16T00:52:53.239156+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF128BXK/	ENCFF128BXK	ENCFF128BXK	/experiments/ENCSR038JME/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	1144857	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	WRN	/files/ENCFF128BXK/@@download/ENCFF128BXK.bigBed	/files/ENCFF556SMF/		ENCLB827QDN			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-08-16T00:53:12.912239+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF684ITO/	ENCFF684ITO	ENCFF684ITO	/experiments/ENCSR970FEW/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2785608	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS621TAB/	DDX52	/files/ENCFF684ITO/@@download/ENCFF684ITO.bigBed	/files/ENCFF563XEI/		ENCLB219RTK											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:56:08.363008+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF335COJ/	ENCFF335COJ	ENCFF335COJ	/experiments/ENCSR977OXG/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4157836	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS768GCL/	PRPF4	/files/ENCFF335COJ/@@download/ENCFF335COJ.bigBed	/files/ENCFF882APR/		ENCLB846WBO			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:18.131614+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF620URI/	ENCFF620URI	ENCFF620URI	/experiments/ENCSR361OCV/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	362394	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS575NGC/	NIP7	/files/ENCFF620URI/@@download/ENCFF620URI.bigBed	/files/ENCFF501GXB/		ENCLB536RID			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:55.174061+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF445MKT/	ENCFF445MKT	ENCFF445MKT	/experiments/ENCSR973HOJ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1533388	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS575NGC/	FXR2	/files/ENCFF445MKT/@@download/ENCFF445MKT.bigBed	/files/ENCFF638WRZ/		ENCLB886IVQ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:22.418672+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF122EAJ/	ENCFF122EAJ	ENCFF122EAJ	/experiments/ENCSR356ZMO/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	1811093	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS575NGC/	AKAP1	/files/ENCFF122EAJ/@@download/ENCFF122EAJ.bigBed	/files/ENCFF739ERP/		ENCLB946GLU			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:02.134603+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF470CYN/	ENCFF470CYN	ENCFF470CYN	/experiments/ENCSR440SUX/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	2411995	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	MATR3	/files/ENCFF470CYN/@@download/ENCFF470CYN.bigBed	/files/ENCFF558RNJ/		ENCLB990EAA			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:30.453790+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF918MTI/	ENCFF918MTI	ENCFF918MTI	/experiments/ENCSR154CSN/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	1675367	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	DDX52	/files/ENCFF918MTI/@@download/ENCFF918MTI.bigBed	/files/ENCFF121SHB/		ENCLB927ETV			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:26.591422+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF613MXF/	ENCFF613MXF	ENCFF613MXF	/experiments/ENCSR322HHA/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2083861	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS768GCL/	TIAL1	/files/ENCFF613MXF/@@download/ENCFF613MXF.bigBed	/files/ENCFF302ROS/		ENCLB008ULQ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:27.113956+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF462NKY/	ENCFF462NKY	ENCFF462NKY	/experiments/ENCSR046JHH/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	817215	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	CPEB4	/files/ENCFF462NKY/@@download/ENCFF462NKY.bigBed	/files/ENCFF370BLG/		ENCLB790ATE			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:51.381866+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF163SMI/	ENCFF163SMI	ENCFF163SMI	/experiments/ENCSR018WPY/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	3207637	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS074YUC/	AQR	/files/ENCFF163SMI/@@download/ENCFF163SMI.bigBed	/files/ENCFF636MSJ/		ENCLB073EHG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:44.786838+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF751SPV/	ENCFF751SPV	ENCFF751SPV	/experiments/ENCSR721HPX/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2487626	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS074YUC/	G3BP1	/files/ENCFF751SPV/@@download/ENCFF751SPV.bigBed	/files/ENCFF506GKX/		ENCLB423EQB											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:10.081666+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF274AON/	ENCFF274AON	ENCFF274AON	/experiments/ENCSR922WJV/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	870110	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	PCBP1	/files/ENCFF274AON/@@download/ENCFF274AON.bigBed	/files/ENCFF121XCN/		ENCLB646KDC											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:38.132561+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF615AJW/	ENCFF615AJW	ENCFF615AJW	/experiments/ENCSR337XGI/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	3948220	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS768GCL/	SAFB	/files/ENCFF615AJW/@@download/ENCFF615AJW.bigBed	/files/ENCFF056OAB/		ENCLB583JOA			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:55.986569+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF889CTF/	ENCFF889CTF	ENCFF889CTF	/experiments/ENCSR352STY/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1546313	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS074YUC/	SSB	/files/ENCFF889CTF/@@download/ENCFF889CTF.bigBed	/files/ENCFF697NZQ/		ENCLB069JHI											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:00.942642+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF300LDQ/	ENCFF300LDQ	ENCFF300LDQ	/experiments/ENCSR906ZJF/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	336390	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	SDAD1	/files/ENCFF300LDQ/@@download/ENCFF300LDQ.bigBed	/files/ENCFF913FPP/		ENCLB811QYA											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:27.040390+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF948MKY/	ENCFF948MKY	ENCFF948MKY	/experiments/ENCSR484LAB/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4600238	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	SAFB	/files/ENCFF948MKY/@@download/ENCFF948MKY.bigBed	/files/ENCFF067WCL/		ENCLB544WSP			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:00.399835+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF108FMS/	ENCFF108FMS	ENCFF108FMS	/experiments/ENCSR693JWP/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	820987	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS074YUC/	EXOSC5	/files/ENCFF108FMS/@@download/ENCFF108FMS.bigBed	/files/ENCFF824WZJ/		ENCLB217FWL											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:59:41.940671+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF810NKS/	ENCFF810NKS	ENCFF810NKS	/experiments/ENCSR181NRW/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	592199	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	ZC3H8	/files/ENCFF810NKS/@@download/ENCFF810NKS.bigBed	/files/ENCFF670VYB/		ENCLB991KCZ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:34.858801+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF060SCU/	ENCFF060SCU	ENCFF060SCU	/experiments/ENCSR050BDZ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1075113	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS768GCL/	SDAD1	/files/ENCFF060SCU/@@download/ENCFF060SCU.bigBed	/files/ENCFF789KFH/		ENCLB908LJX											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:47.254233+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF549AQN/	ENCFF549AQN	ENCFF549AQN	/experiments/ENCSR069EVH/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	4557986	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	FUS	/files/ENCFF549AQN/@@download/ENCFF549AQN.bigBed	/files/ENCFF565ILV/		ENCLB861HQF											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:02.671349+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF673MQR/	ENCFF673MQR	ENCFF673MQR	/experiments/ENCSR586DGV/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1890194	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	ZNF800	/files/ENCFF673MQR/@@download/ENCFF673MQR.bigBed	/files/ENCFF672MYG/		ENCLB525YFQ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:16.497819+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF391XZA/	ENCFF391XZA	ENCFF391XZA	/experiments/ENCSR177QQY/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	781428	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	AKAP1	/files/ENCFF391XZA/@@download/ENCFF391XZA.bigBed	/files/ENCFF443ABK/		ENCLB480ZLG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:31.148508+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF540EIN/	ENCFF540EIN	ENCFF540EIN	/experiments/ENCSR177QQY/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1408759	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	AKAP1	/files/ENCFF540EIN/@@download/ENCFF540EIN.bigBed	/files/ENCFF010IOJ/		ENCLB256JEX			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:34.906977+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF810SWJ/	ENCFF810SWJ	ENCFF810SWJ	/experiments/ENCSR249ROI/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2432864	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	HNRNPC	/files/ENCFF810SWJ/@@download/ENCFF810SWJ.bigBed	/files/ENCFF664RLU/		ENCLB686CTS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:38.988642+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF903OOM/	ENCFF903OOM	ENCFF903OOM	/experiments/ENCSR046JHH/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	863435	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	CPEB4	/files/ENCFF903OOM/@@download/ENCFF903OOM.bigBed	/files/ENCFF976VFC/		ENCLB404DZZ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:58:47.626326+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF754WPL/	ENCFF754WPL	ENCFF754WPL	/experiments/ENCSR580OFI/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	275824	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	SUPV3L1	/files/ENCFF754WPL/@@download/ENCFF754WPL.bigBed	/files/ENCFF826MPO/		ENCLB211FRC											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:03.164865+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF598OCW/	ENCFF598OCW	ENCFF598OCW	/experiments/ENCSR999YGP/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	3168976	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	GRWD1	/files/ENCFF598OCW/@@download/ENCFF598OCW.bigBed	/files/ENCFF250PFH/		ENCLB355VZJ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:56:26.037850+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF097AME/	ENCFF097AME	ENCFF097AME	/experiments/ENCSR001KKZ/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	916670	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	PHF6	/files/ENCFF097AME/@@download/ENCFF097AME.bigBed	/files/ENCFF957JDY/		ENCLB256CGZ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:57:18.987244+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF422COM/	ENCFF422COM	ENCFF422COM	/experiments/ENCSR488JKQ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	946665	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS492SDY/	UTP18	/files/ENCFF422COM/@@download/ENCFF422COM.bigBed	/files/ENCFF146BNV/		ENCLB269FBK			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2018-04-29T17:56:04.382196+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
